rt,stimulus,response,type_of_trial,subject,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,all_responses,accuracy,words,clue,board,pragmatics,accessibility,clue_type,question_order
13854,CHIRP,"[""DOVE"",""PARTRIDGE""]",,95311,connector,44,761374,0.0-3.0-1.16,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""DOVE"",""PARTRIDGE""]",1,partridge-dove,chirp,"[""IDENTICAL"",""SAUCEPAN"",""RASCAL"",""COLLOQUIAL"",""CRATER"",""AFTER"",""FLUTTER"",""BRAKE"",""ACQUAINTANCE"",""BIO"",""CUSTODY"",""DANCER"",""NEURON"",""PARTRIDGE"",""BALANCE"",""MUSK"",""SANITY"",""SURFING"",""THIEF"",""DOVE""]",0.00018242,16,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,45,762377,0.0-3.0-0.17,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
17675,BUG,"[""PARASITE"",""INSECT""]",,95311,connector,46,780057,0.0-3.0-1.17,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""PARASITE"",""INSECT""]",1,parasite-insect,bug,"[""INSECT"",""SHARE"",""PIERCING"",""MUNCH"",""RANK"",""SCOOTER"",""STEALTHY"",""WORMS"",""IMPROVEMENT"",""COLLABORATE"",""ANTHEM"",""TRAINEE"",""HEIGHTS"",""PARASITE"",""IRRELEVANT"",""MONTHS"",""RATIONAL"",""DETECTIVE"",""ARE"",""PLAN""]",0.000194153,370,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,47,781062,0.0-3.0-0.18,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
35083,WORK,"[""UNDERGROUND"",""BANKS""]",,95311,connector,48,816149,0.0-3.0-1.18,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""UNDERGROUND"",""BANKS""]",0,buyer-earner,work,"[""UNDERGROUND"",""INTRICATE"",""DISGUST"",""PITCH"",""BOILED"",""AID"",""SWOLLEN"",""TWEET"",""PRODIGAL"",""TUNNEL"",""PREACHER"",""BANKS"",""CENTURY"",""EARNER"",""TELESCOPE"",""MADLY"",""RELATIVITY"",""ARTICHOKE"",""BUYER"",""KNITTING""]",0.0000934,153,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,49,817152,0.0-3.0-0.19,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
25453,BRIGHT,"[""SKIES"",""UNREALISTIC""]",,95311,connector,50,842607,0.0-3.0-1.19,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""SKIES"",""UNREALISTIC""]",0,sentient-awareness,bright,"[""ARROGANCE"",""DENSE"",""SENTIENT"",""VEGGIES"",""SLAY"",""VALIDATE"",""WAGON"",""CONSCIENTIOUS"",""STAFF"",""MANLY"",""UNREALISTIC"",""ERODE"",""VARIANT"",""TIMING"",""SPEED"",""EXCLUSION"",""AWARENESS"",""SKIES"",""INSINUATE"",""EARL""]",0.0000877,45,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,51,843612,0.0-3.0-0.20,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
60447,GRAPEFRUIT,"[""CITRUS"",""TART""]",,95311,connector,52,904064,0.0-3.0-1.20,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""CITRUS"",""TART""]",1,citrus-tart,grapefruit,"[""CONFIGURE"",""CLASSIFY"",""TRAVERSE"",""APPROXIMATE"",""TART"",""CITRUS"",""NIGHTINGALE"",""ABSORBENT"",""LYRICS"",""EXCEPTIONAL"",""COMPETITION"",""NAVEL"",""HOMEY"",""TRACKS"",""CONTRACEPTION"",""WOODWORKER"",""CONSISTENT"",""DESK"",""OVERWHELMING"",""ADORATION""]",0.000184311,36,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,53,905067,0.0-3.0-0.21,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
13132,FALCON,"[""WINGS"",""SPARROW""]",,95311,connector,54,918203,0.0-3.0-1.21,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""WINGS"",""SPARROW""]",1,wings-sparrow,falcon,"[""CHARGE"",""LONE"",""SPARROW"",""BIRDIE"",""POLICE"",""HEARTBEAT"",""FLEECE"",""EYELINER"",""WINGS"",""EXPLORING"",""REACH"",""ALTERNATE"",""HUH"",""INTEGRAL"",""FORK"",""MAGMA"",""DONUT"",""DAGGER"",""IMPOVERISHED"",""FULFILL""]",0.000190936,2,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,55,919207,0.0-3.0-0.22,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
52682,ALARM,"[""MONTH"",""LEDGER""]",,95311,connector,56,971893,0.0-3.0-1.22,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""MONTH"",""LEDGER""]",0,purgatory-heaven,alarm,"[""COMPATIBLE"",""MONTH"",""LEDGER"",""BLONDE"",""CABINET"",""PURGATORY"",""CLAMS"",""INTERN"",""FORETHOUGHT"",""BUM"",""SUPER"",""HEAVEN"",""RELATED"",""BROWN"",""NET"",""PANTS"",""SEDATIVE"",""SLUR"",""BIBLICAL"",""FINGERS""]",0.0000866,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,57,972896,0.0-3.0-0.23,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
50674,HAIR,"[""FLOWING"",""ANGELIC""]",,95311,connector,58,1023575,0.0-3.0-1.23,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""FLOWING"",""ANGELIC""]",0,upstream-flowing,hair,"[""LUCK"",""RUE"",""APE"",""BOIL"",""UPSTREAM"",""ANGELIC"",""MANGO"",""POSTER"",""FLOWING"",""ALIENS"",""ROTATION"",""PUFF"",""WEEKLY"",""METHODICAL"",""SCAPEGOAT"",""KITTY"",""DIET"",""DETACHMENT"",""EDUCATED"",""CULTIVATE""]",0.0000868,115,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,59,1024578,0.0-3.0-0.24,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
12772,LETHARGY,"[""WEARY"",""TIRING""]",,95311,connector,60,1037355,0.0-3.0-1.24,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""WEARY"",""TIRING""]",1,weary-tiring,lethargy,"[""TOWARD"",""VET"",""WEARY"",""TIRING"",""KNAPSACK"",""EXALT"",""POOF"",""PASSAGE"",""CONGRESS"",""SURGEON"",""RETROSPECT"",""WHEREVER"",""BISCUIT"",""SUBORDINATE"",""ASTOUNDING"",""CONFIDENTIAL"",""SELECTIVE"",""INVESTIGATE"",""SNOOZE"",""GUT""]",0.000172654,5,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,61,1038363,0.0-3.0-0.25,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
37729,RANCID,"[""REPUGNANT"",""FOUL""]",,95311,connector,62,1076096,0.0-3.0-1.25,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""REPUGNANT"",""FOUL""]",1,foul-repugnant,rancid,"[""KEEN"",""REPUGNANT"",""ADDED"",""BLOOD"",""REVOLVER"",""BAD"",""HIT"",""FOUL"",""NEPHEW"",""RELATIONSHIP"",""RIFT"",""PISTON"",""DORMANT"",""SISTER"",""LEAFY"",""ELEVATE"",""EVERGREEN"",""BEARING"",""OLDER"",""SAMENESS""]",0.000161767,4,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,63,1077099,0.0-3.0-0.26,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
11326,OUTDO,"[""SURPASS"",""OVERCOME""]",,95311,connector,64,1088430,0.0-3.0-1.26,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""SURPASS"",""OVERCOME""]",1,overcome-surpass,outdo,"[""EIGHT"",""ANEMIA"",""ELECTRICAL"",""SURPASS"",""DISPUTE"",""RECEPTION"",""FEARFUL"",""FRY"",""PAGEANT"",""PASSIVE"",""LIGHTING"",""INTEGRITY"",""DOLLAR"",""SHRUBS"",""LOSING"",""TRAGIC"",""OVERCOME"",""SPIKE"",""COOPERATIVE"",""DREAMY""]",0.000170257,17,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,65,1089435,0.0-3.0-0.27,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
11070,BREAD,"[""GLUTEN"",""FLOUR""]",,95311,connector,66,1100509,0.0-3.0-1.27,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""GLUTEN"",""MOLDY"",""FLOUR""]",1,gluten-flour,bread,"[""CHEERLEADER"",""ACHING"",""CROSSROAD"",""SURROUNDED"",""MAJESTY"",""DOLLARS"",""NEEDLE"",""CUSTOMER"",""MOLDY"",""UNDESIRABLE"",""CURTAIN"",""PROGRAMMING"",""GLUTEN"",""EXCITE"",""RUFFLE"",""CREST"",""MOLECULE"",""RESTART"",""FEROCIOUS"",""FLOUR""]",0.000187324,343,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,67,1101514,0.0-3.0-0.28,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
15142,CHEERFUL,"[""PLEASURABLE"",""GODDESS""]",,95311,connector,68,1116660,0.0-3.0-1.28,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""PLEASURABLE"",""GODDESS""]",0,perky-smiles,cheerful,"[""DID"",""VISA"",""DAZE"",""COMPLETION"",""CURSE"",""PLEASURABLE"",""SAGE"",""GODDESS"",""MEDIAN"",""TEN"",""DRAMATIC"",""SMILES"",""PERKY"",""CONSOLE"",""AROUND"",""CHALKBOARD"",""AUTHORITY"",""FITNESS"",""MONITOR"",""NIGHT""]",0.000193964,55,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,69,1117664,0.0-3.0-0.29,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
12342,CHUCKLE,"[""ELATED"",""VIVACIOUS""]",,95311,connector,70,1130011,0.0-3.0-1.29,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""ELATED"",""VIVACIOUS""]",1,elated-vivacious,chuckle,"[""SURROUNDING"",""VIVACIOUS"",""ELATED"",""NEED"",""PANEL"",""SEWER"",""GLITCH"",""OSMOSIS"",""DOTS"",""COMFORTER"",""EXOSKELETON"",""SUCCESSFUL"",""VIOLATION"",""DECK"",""LORD"",""WORLDWIDE"",""CONTAMINATE"",""FORTY"",""ADULTERY"",""KNEW""]",0.0000954,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,71,1131016,0.0-3.0-0.30,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
59549,BRONCO,"[""EXTERIOR"",""BEATEN""]",,95311,connector,72,1190572,0.0-3.0-1.30,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""EXTERIOR"",""BEATEN""]",0,lasso-mare,bronco,"[""DEVICE"",""EXTERIOR"",""LASSO"",""SUPPORTER"",""HAPPENSTANCE"",""LATTER"",""DICTATE"",""SPATULA"",""DEPENDENT"",""WORTHLESS"",""SYNDROME"",""DUO"",""RETIRE"",""BEATEN"",""INTEGER"",""SHOTS"",""MARE"",""OXEN"",""GROOVE"",""COLLEAGUE""]",0.000184957,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,73,1191578,0.0-3.0-0.31,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
13927,TROUSERS,"[""BAGGY"",""SUSPENDERS""]",,95311,connector,74,1205510,0.0-3.0-1.31,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""BAGGY"",""SUSPENDERS""]",1,baggy-suspenders,trousers,"[""SNEAKING"",""ROBIN"",""MONK"",""SUSPENDERS"",""BAGGY"",""SCYTHE"",""WALKWAY"",""MINGLE"",""CEREAL"",""TEASE"",""PRESCHOOL"",""AFFIRMATIVE"",""DISCUS"",""WEIGHTLESS"",""ANTIBIOTIC"",""SKEPTIC"",""ATTIRE"",""BUMPS"",""COG"",""INTELLECTUAL""]",0.000205977,221,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,75,1206517,0.0-3.0-0.32,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
29261,HAPPY,"[""YOUTHFUL"",""WIFE""]",,95311,connector,76,1235782,0.0-3.0-1.32,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""YOUTHFUL"",""WIFE""]",0,teenager-youthful,happy,"[""YOUTHFUL"",""SHINGLES"",""NUDITY"",""METRIC"",""ROYALTY"",""GENERALLY"",""WISPY"",""TOT"",""BELONGING"",""TREBLE"",""FRUSTRATED"",""IMAGINE"",""RIDING"",""DEMOLISH"",""TEENAGER"",""DECLARE"",""CHIVALROUS"",""INVISIBLE"",""PENNY"",""WIFE""]",0.0000866,103,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,77,1236787,0.0-3.0-0.33,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
25632,STIPEND,"[""PAID"",""ASSET""]",,95311,connector,78,1262423,0.0-3.0-1.33,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""PAID"",""ASSET""]",0,paid-gratuity,stipend,"[""VIBRATE"",""PAINTING"",""TRIANGLE"",""BEARS"",""SLINGSHOT"",""HIKING"",""RELATIVE"",""DECEPTION"",""ANTENNA"",""PAID"",""GRATUITY"",""OBSERVANT"",""SUPERB"",""HIPSTER"",""SOW"",""PORTRAY"",""APPREHENSIVE"",""EARLY"",""FLATTERING"",""ASSET""]",0.00018686,6,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,79,1263427,0.0-3.0-0.34,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
47128,SENATOR,"[""DIPLOMATIC"",""GOVERNMENT""]",,95311,connector,80,1310560,0.0-3.0-1.34,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""DIPLOMATIC"",""GOVERNMENT""]",0,politics-government,senator,"[""DIPLOMATIC"",""BOOKS"",""DIVERSITY"",""CLOSENESS"",""PRESSING"",""NICKNAME"",""DISTINCTION"",""CAGE"",""UNDEAD"",""BUTLER"",""AXON"",""DEFEAT"",""PEARLS"",""SKIT"",""PILOT"",""GOVERNMENT"",""POLITICS"",""SLEEPING"",""FLANNEL"",""MUCH""]",0.00019163,6,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,81,1311565,0.0-3.0-0.35,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
23158,UGH,"[""IMPAIRMENT"",""UNSUCCESSFUL""]",,95311,connector,82,1334729,0.0-3.0-1.35,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""IMPAIRMENT"",""UNSUCCESSFUL""]",0,platter-inedible,ugh,"[""PLATTER"",""CANDY"",""WIND"",""UNSUCCESSFUL"",""LEMONY"",""POP"",""EARRING"",""MOVIES"",""PEEK"",""SOLDER"",""LIT"",""INEDIBLE"",""IMPAIRMENT"",""ACTIONS"",""EROSION"",""CLAIM"",""RAVENOUS"",""TEENS"",""RULING"",""LISP""]",0.0000931,3,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,83,1335734,0.0-3.0-0.36,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
51547,DRINK,"[""USURPER"",""CONSUMPTION""]",,95311,connector,84,1387285,0.0-3.0-1.36,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""USURPER"",""CONSUMPTION""]",0,starve-consumption,drink,"[""GHOSTLY"",""SCARF"",""ABS"",""ACTIVITY"",""WEEP"",""APES"",""QUILT"",""STARVE"",""MOAT"",""COLLECTION"",""TRUCKS"",""GOLFER"",""HOSPITAL"",""COMIC"",""USURPER"",""RECIPE"",""OBLIVIOUS"",""MISBEHAVE"",""CONSUMPTION"",""COMPLICATED""]",0.0000878,98,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,85,1388290,0.0-3.0-0.37,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
10737,NEWBORN,"[""DIAPERS"",""CARRYING""]",,95311,connector,86,1399031,0.0-3.0-1.37,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,"[""DIAPERS"",""CARRYING""]",0,pram-diapers,newborn,"[""ROUGE"",""ELEGANCE"",""CARRYING"",""TEXTURE"",""CANARY"",""STEERING"",""DIAPERS"",""LOUSE"",""LENSES"",""PRAM"",""WISHFUL"",""SLUSHY"",""WIRELESS"",""ASPECT"",""SILL"",""ORDERED"",""ANYWAY"",""GULP"",""CENTERED"",""DISTURB""]",0.000201725,19,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95311,html-keyboard-response,87,1400035,0.0-3.0-0.38,18,2,2/24/23 13:40,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,,,,,,,,,
